Athlete gender,distance_range,age_cat,hours category,temp category,elevation category
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Twenties,10 to 15 hours,Warm,Flat
Male,91-120km,Forties,10 to 15 hours,Warm,Flat
Male,91-120km,Forties,10 to 15 hours,Warm,Flat
Male,91-120km,Forties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Female,91-120km,Twenties,10 to 15 hours,Warm,Flat
Male,91-120km,Sixties,10 to 15 hours,Warm,Flat
Male,91-120km,Fifties,10 to 15 hours,Warm,Flat
Male,91-120km,Fifties,10 to 15 hours,Warm,Flat
Male,91-120km,Forties,10 to 15 hours,Warm,Flat
Male,91-120km,Forties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Female,91-120km,Fifties,10 to 15 hours,Warm,Flat
Male,91-120km,Fifties,10 to 15 hours,Warm,Flat
Male,91-120km,Fifties,10 to 15 hours,Warm,Flat
Female,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Fifties,10 to 15 hours,Warm,Flat
Female,91-120km,Fifties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Twenties,10 to 15 hours,Warm,Flat
Female,91-120km,Forties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Fifties,10 to 15 hours,Warm,Flat
Female,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Forties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Twenties,10 to 15 hours,Warm,Flat
Male,91-120km,Fifties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Forties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Female,91-120km,Fifties,10 to 15 hours,Warm,Flat
Female,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Forties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Fifties,10 to 15 hours,Warm,Flat
Male,91-120km,Sixties,10 to 15 hours,Warm,Flat
Male,91-120km,Sixties,10 to 15 hours,Warm,Flat
Male,91-120km,Forties,10 to 15 hours,Warm,Flat
Female,91-120km,Twenties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Twenties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Female,91-120km,Forties,10 to 15 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Flat
Male,91-120km,Forties,15 to 20 hours,Warm,Flat
Male,91-120km,Forties,15 to 20 hours,Warm,Flat
Female,91-120km,Forties,15 to 20 hours,Warm,Flat
Female,91-120km,Forties,15 to 20 hours,Warm,Flat
Male,91-120km,Twenties,15 to 20 hours,Warm,Flat
Female,91-120km,Fifties,15 to 20 hours,Warm,Flat
Male,91-120km,Forties,15 to 20 hours,Warm,Flat
Female,91-120km,Thirties,15 to 20 hours,Warm,Flat
Male,91-120km,Forties,15 to 20 hours,Warm,Flat
Male,91-120km,Forties,15 to 20 hours,Warm,Flat
Female,91-120km,Forties,15 to 20 hours,Warm,Flat
Female,91-120km,Fifties,15 to 20 hours,Warm,Flat
Female,91-120km,Forties,15 to 20 hours,Warm,Flat
Female,91-120km,Fifties,15 to 20 hours,Warm,Flat
Male,91-120km,Fifties,15 to 20 hours,Warm,Flat
Male,91-120km,Forties,15 to 20 hours,Warm,Flat
Female,91-120km,Forties,15 to 20 hours,Warm,Flat
Male,91-120km,Fifties,15 to 20 hours,Warm,Flat
Male,91-120km,Twenties,15 to 20 hours,Warm,Flat
Male,91-120km,Forties,15 to 20 hours,Warm,Flat
Female,91-120km,Fifties,15 to 20 hours,Warm,Flat
Female,91-120km,Fifties,15 to 20 hours,Warm,Flat
Female,91-120km,Thirties,15 to 20 hours,Warm,Flat
Female,91-120km,Fifties,15 to 20 hours,Warm,Flat
Male,91-120km,Twenties,15 to 20 hours,Warm,Flat
Female,91-120km,Forties,15 to 20 hours,Warm,Flat
Male,91-120km,Sixties,15 to 20 hours,Warm,Flat
Male,91-120km,Fifties,15 to 20 hours,Warm,Flat
Male,91-120km,Fifties,15 to 20 hours,Warm,Flat
Female,91-120km,Forties,15 to 20 hours,Warm,Flat
Male,91-120km,Thirties,15 to 20 hours,Warm,Flat
Male,91-120km,Thirties,15 to 20 hours,Warm,Flat
Male,91-120km,Thirties,15 to 20 hours,Warm,Flat
Male,91-120km,Thirties,15 to 20 hours,Warm,Flat
Female,91-120km,Sixties,15 to 20 hours,Warm,Flat
Female,91-120km,Fifties,15 to 20 hours,Warm,Flat
Female,91-120km,Forties,15 to 20 hours,Warm,Flat
Male,91-120km,Forties,15 to 20 hours,Warm,Flat
Male,91-120km,Fifties,15 to 20 hours,Warm,Flat
Male,91-120km,Sixties,15 to 20 hours,Warm,Flat
Female,91-120km,Fifties,15 to 20 hours,Warm,Flat
Male,91-120km,Thirties,15 to 20 hours,Warm,Flat
Male,91-120km,Forties,15 to 20 hours,Warm,Flat
Female,91-120km,Fifties,15 to 20 hours,Warm,Flat
Male,91-120km,Fifties,15 to 20 hours,Warm,Flat
Male,91-120km,Forties,15 to 20 hours,Warm,Flat
Male,91-120km,Sixties,15 to 20 hours,Warm,Flat
Male,91-120km,Forties,15 to 20 hours,Warm,Flat
Female,91-120km,Thirties,15 to 20 hours,Warm,Flat
Female,91-120km,Forties,15 to 20 hours,Warm,Flat
Female,91-120km,Forties,15 to 20 hours,Warm,Flat
Male,91-120km,Seventies,15 to 20 hours,Warm,Flat
Male,91-120km,Thirties,15 to 20 hours,Warm,Flat
Male,91-120km,Fifties,15 to 20 hours,Warm,Flat
Female,91-120km,Sixties,15 to 20 hours,Warm,Flat
Male,91-120km,Fifties,15 to 20 hours,Warm,Flat
Male,91-120km,Fifties,15 to 20 hours,Warm,Flat
Male,91-120km,Twenties,15 to 20 hours,Warm,Flat
Female,91-120km,Thirties,15 to 20 hours,Warm,Flat
Female,91-120km,Fifties,15 to 20 hours,Warm,Flat
Male,91-120km,Seventies,15 to 20 hours,Warm,Flat
Female,91-120km,Seventies,15 to 20 hours,Warm,Flat
Female,91-120km,Thirties,15 to 20 hours,Warm,Flat
Female,91-120km,Forties,15 to 20 hours,Warm,Flat
Female,91-120km,Fifties,15 to 20 hours,Warm,Flat
Male,91-120km,Sixties,15 to 20 hours,Warm,Flat
Male,91-120km,Thirties,15 to 20 hours,Warm,Flat
Female,91-120km,Fifties,20 to 25 hours,Warm,Flat
Male,91-120km,Fifties,20 to 25 hours,Warm,Flat
Female,91-120km,Fifties,20 to 25 hours,Warm,Flat
Female,91-120km,Forties,20 to 25 hours,Warm,Flat
Female,91-120km,Forties,20 to 25 hours,Warm,Flat
Male,91-120km,Fifties,20 to 25 hours,Warm,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Hilly
Female,91-120km,Thirties,10 to 15 hours,Warm,Hilly
Male,91-120km,Thirties,10 to 15 hours,Warm,Hilly
Male,91-120km,Thirties,10 to 15 hours,Warm,Hilly
Male,91-120km,Thirties,10 to 15 hours,Warm,Hilly
Male,91-120km,Thirties,10 to 15 hours,Warm,Hilly
Female,91-120km,Twenties,10 to 15 hours,Warm,Hilly
Male,91-120km,Thirties,10 to 15 hours,Warm,Hilly
Male,91-120km,Fifties,10 to 15 hours,Warm,Hilly
Male,91-120km,Sixties,10 to 15 hours,Warm,Hilly
Male,91-120km,Twenties,10 to 15 hours,Warm,Hilly
Male,91-120km,Thirties,10 to 15 hours,Warm,Hilly
Female,91-120km,Fifties,10 to 15 hours,Warm,Hilly
Male,91-120km,Fifties,10 to 15 hours,Warm,Hilly
Female,91-120km,Forties,15 to 20 hours,Warm,Hilly
Male,91-120km,Forties,15 to 20 hours,Warm,Hilly
Male,91-120km,Fifties,15 to 20 hours,Warm,Hilly
Male,91-120km,Twenties,15 to 20 hours,Warm,Hilly
Female,91-120km,Thirties,15 to 20 hours,Warm,Hilly
Male,91-120km,Thirties,15 to 20 hours,Warm,Hilly
Female,91-120km,Thirties,15 to 20 hours,Warm,Hilly
Male,91-120km,Thirties,15 to 20 hours,Warm,Hilly
Male,91-120km,Forties,15 to 20 hours,Warm,Hilly
Male,91-120km,Fifties,15 to 20 hours,Warm,Hilly
Male,91-120km,Fifties,15 to 20 hours,Warm,Hilly
Female,91-120km,Forties,15 to 20 hours,Warm,Hilly
Male,91-120km,Fifties,15 to 20 hours,Warm,Hilly
Male,91-120km,Sixties,15 to 20 hours,Warm,Hilly
Male,91-120km,Forties,15 to 20 hours,Warm,Hilly
Male,91-120km,Sixties,15 to 20 hours,Warm,Hilly
Female,91-120km,Twenties,15 to 20 hours,Warm,Hilly
Female,91-120km,Fifties,15 to 20 hours,Warm,Hilly
Male,91-120km,Twenties,15 to 20 hours,Warm,Hilly
Female,91-120km,Thirties,15 to 20 hours,Warm,Hilly
Female,91-120km,Forties,15 to 20 hours,Warm,Hilly
Female,91-120km,Thirties,15 to 20 hours,Warm,Hilly
Female,91-120km,Sixties,15 to 20 hours,Warm,Hilly
Female,91-120km,Forties,20 to 25 hours,Warm,Hilly
Male,91-120km,Thirties,20 to 25 hours,Warm,Hilly
Male,91-120km,Thirties,20 to 25 hours,Warm,Hilly
Male,91-120km,Sixties,20 to 25 hours,Warm,Hilly
Female,91-120km,Fifties,20 to 25 hours,Warm,Hilly
Male,91-120km,Fifties,20 to 25 hours,Warm,Hilly
Female,91-120km,Forties,20 to 25 hours,Warm,Hilly
Male,91-120km,Sixties,20 to 25 hours,Warm,Hilly
Male,91-120km,Fifties,20 to 25 hours,Warm,Hilly
Female,91-120km,Twenties,20 to 25 hours,Warm,Hilly
Female,91-120km,Fifties,20 to 25 hours,Warm,Hilly
Female,91-120km,Fifties,20 to 25 hours,Warm,Hilly
Male,91-120km,Sixties,20 to 25 hours,Warm,Hilly
Female,91-120km,Fifties,10 to 15 hours,Warm,Rolling
Male,91-120km,Thirties,10 to 15 hours,Warm,Rolling
Male,91-120km,Thirties,10 to 15 hours,Warm,Rolling
Male,91-120km,Forties,10 to 15 hours,Warm,Rolling
Male,91-120km,Forties,10 to 15 hours,Warm,Rolling
Male,91-120km,Fifties,10 to 15 hours,Warm,Rolling
Male,91-120km,Forties,15 to 20 hours,Warm,Rolling
Male,91-120km,Forties,15 to 20 hours,Warm,Rolling
Female,91-120km,Fifties,15 to 20 hours,Warm,Rolling
Male,91-120km,Seventies,15 to 20 hours,Warm,Rolling
Male,91-120km,Fifties,20 to 25 hours,Warm,Rolling
Male,91-120km,Thirties,20 to 25 hours,Warm,Rolling
Male,91-120km,Fifties,20 to 25 hours,Warm,Rolling
Female,91-120km,Sixties,20 to 25 hours,Warm,Rolling
Male,91-120km,Fifties,5 to 10 hours,Hot,Rolling
Male,91-120km,Thirties,5 to 10 hours,Hot,Rolling
Male,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Male,91-120km,Forties,10 to 15 hours,Hot,Rolling
Male,91-120km,Forties,10 to 15 hours,Hot,Rolling
Male,91-120km,Twenties,10 to 15 hours,Hot,Rolling
Male,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Male,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Male,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Male,91-120km,Twenties,10 to 15 hours,Hot,Rolling
Male,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Male,91-120km,Forties,10 to 15 hours,Hot,Rolling
Male,91-120km,Twenties,10 to 15 hours,Hot,Rolling
Male,91-120km,Fifties,10 to 15 hours,Hot,Rolling
Male,91-120km,Forties,10 to 15 hours,Hot,Rolling
Male,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Male,91-120km,Forties,10 to 15 hours,Hot,Rolling
Male,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Female,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Male,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Male,91-120km,Forties,10 to 15 hours,Hot,Rolling
Male,91-120km,Forties,10 to 15 hours,Hot,Rolling
Male,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Male,91-120km,Forties,10 to 15 hours,Hot,Rolling
Female,91-120km,Forties,10 to 15 hours,Hot,Rolling
Female,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Male,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Female,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Male,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Female,91-120km,Fifties,10 to 15 hours,Hot,Rolling
Male,91-120km,Fifties,10 to 15 hours,Hot,Rolling
Female,91-120km,Fifties,10 to 15 hours,Hot,Rolling
Male,91-120km,Fifties,15 to 20 hours,Hot,Rolling
Male,91-120km,Thirties,15 to 20 hours,Hot,Rolling
Female,91-120km,Forties,15 to 20 hours,Hot,Rolling
Male,91-120km,Forties,15 to 20 hours,Hot,Rolling
Male,91-120km,Twenties,15 to 20 hours,Hot,Rolling
Male,91-120km,Fifties,15 to 20 hours,Hot,Rolling
Female,91-120km,Thirties,15 to 20 hours,Hot,Rolling
Female,91-120km,Forties,15 to 20 hours,Hot,Rolling
Female,91-120km,Thirties,15 to 20 hours,Hot,Rolling
Male,91-120km,Forties,15 to 20 hours,Hot,Rolling
Male,91-120km,Forties,15 to 20 hours,Hot,Rolling
Female,91-120km,Thirties,15 to 20 hours,Hot,Rolling
Female,91-120km,Forties,15 to 20 hours,Hot,Rolling
Male,91-120km,Thirties,15 to 20 hours,Hot,Rolling
Male,91-120km,Sixties,15 to 20 hours,Hot,Rolling
Male,91-120km,Fifties,15 to 20 hours,Hot,Rolling
Male,91-120km,Fifties,15 to 20 hours,Hot,Rolling
Male,91-120km,Thirties,15 to 20 hours,Hot,Rolling
Female,91-120km,Forties,15 to 20 hours,Hot,Rolling
Female,91-120km,Twenties,15 to 20 hours,Hot,Rolling
Male,91-120km,Thirties,15 to 20 hours,Hot,Rolling
Male,91-120km,Forties,15 to 20 hours,Hot,Rolling
Female,91-120km,Twenties,15 to 20 hours,Hot,Rolling
Male,91-120km,Thirties,10 to 15 hours,Warm,Rolling
Male,91-120km,Twenties,10 to 15 hours,Warm,Rolling
Female,91-120km,Forties,10 to 15 hours,Warm,Rolling
Female,91-120km,Forties,15 to 20 hours,Warm,Rolling
Male,91-120km,Sixties,15 to 20 hours,Warm,Rolling
Male,91-120km,Twenties,15 to 20 hours,Warm,Rolling
Male,91-120km,Fifties,15 to 20 hours,Warm,Rolling
Male,91-120km,Forties,15 to 20 hours,Warm,Rolling
Male,91-120km,Thirties,15 to 20 hours,Warm,Rolling
Male,91-120km,Fifties,15 to 20 hours,Warm,Rolling
Male,91-120km,Sixties,15 to 20 hours,Warm,Rolling
Male,91-120km,Sixties,15 to 20 hours,Warm,Rolling
Male,91-120km,Sixties,15 to 20 hours,Warm,Rolling
Male,91-120km,Fifties,15 to 20 hours,Warm,Rolling
Male,91-120km,Fifties,15 to 20 hours,Warm,Rolling
Female,91-120km,Thirties,15 to 20 hours,Warm,Rolling
Male,91-120km,Thirties,15 to 20 hours,Warm,Rolling
Female,91-120km,Forties,20 to 25 hours,Warm,Rolling
Male,91-120km,Forties,20 to 25 hours,Warm,Rolling
Male,91-120km,Forties,20 to 25 hours,Warm,Rolling
Female,91-120km,Thirties,20 to 25 hours,Warm,Rolling
Male,91-120km,Forties,20 to 25 hours,Warm,Rolling
Female,91-120km,Fifties,20 to 25 hours,Warm,Rolling
Male,91-120km,Thirties,20 to 25 hours,Warm,Rolling
Male,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Male,91-120km,Forties,10 to 15 hours,Hot,Rolling
Male,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Male,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Male,91-120km,Thirties,10 to 15 hours,Hot,Rolling
Male,91-120km,Twenties,10 to 15 hours,Hot,Rolling
Female,91-120km,Forties,10 to 15 hours,Hot,Rolling
Male,91-120km,Fifties,10 to 15 hours,Hot,Rolling
Female,91-120km,Forties,10 to 15 hours,Hot,Rolling
Male,91-120km,Forties,15 to 20 hours,Hot,Rolling
Female,91-120km,Forties,15 to 20 hours,Hot,Rolling
Female,91-120km,Thirties,15 to 20 hours,Hot,Rolling
Female,91-120km,Thirties,15 to 20 hours,Hot,Rolling
Male,91-120km,Sixties,15 to 20 hours,Hot,Rolling
Female,91-120km,Twenties,15 to 20 hours,Hot,Rolling
Male,91-120km,Forties,15 to 20 hours,Hot,Rolling
Male,91-120km,Fifties,15 to 20 hours,Hot,Rolling
Female,91-120km,Fifties,15 to 20 hours,Hot,Rolling
Male,91-120km,Thirties,15 to 20 hours,Hot,Rolling
Male,91-120km,Fifties,15 to 20 hours,Hot,Rolling
Female,91-120km,Thirties,15 to 20 hours,Hot,Rolling
Female,91-120km,Fifties,15 to 20 hours,Hot,Rolling
Female,91-120km,Fifties,15 to 20 hours,Hot,Rolling
Male,91-120km,Sixties,15 to 20 hours,Hot,Rolling
Female,91-120km,Forties,15 to 20 hours,Hot,Rolling
Female,91-120km,Forties,15 to 20 hours,Hot,Rolling
Female,91-120km,Forties,20 to 25 hours,Hot,Rolling
Male,91-120km,Twenties,5 to 10 hours,Hot,Flat
Female,91-120km,Thirties,10 to 15 hours,Hot,Flat
Female,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Female,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Fifties,10 to 15 hours,Hot,Flat
Female,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Forties,10 to 15 hours,Hot,Flat
Female,91-120km,Fifties,10 to 15 hours,Hot,Flat
Male,91-120km,Twenties,10 to 15 hours,Hot,Flat
Male,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Forties,10 to 15 hours,Hot,Flat
Female,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Female,91-120km,Fifties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Female,91-120km,Fifties,10 to 15 hours,Hot,Flat
Male,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Fifties,10 to 15 hours,Hot,Flat
Female,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Twenties,10 to 15 hours,Hot,Flat
Male,91-120km,Fifties,10 to 15 hours,Hot,Flat
Male,91-120km,Twenties,10 to 15 hours,Hot,Flat
Female,91-120km,Twenties,10 to 15 hours,Hot,Flat
Male,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Twenties,10 to 15 hours,Hot,Flat
Male,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Fifties,10 to 15 hours,Hot,Flat
Female,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Fifties,10 to 15 hours,Hot,Flat
Male,91-120km,Fifties,10 to 15 hours,Hot,Flat
Female,91-120km,Thirties,10 to 15 hours,Hot,Flat
Female,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Fifties,10 to 15 hours,Hot,Flat
Male,91-120km,Forties,10 to 15 hours,Hot,Flat
Female,91-120km,Thirties,10 to 15 hours,Hot,Flat
Male,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Fifties,10 to 15 hours,Hot,Flat
Male,91-120km,Forties,10 to 15 hours,Hot,Flat
Male,91-120km,Sixties,10 to 15 hours,Hot,Flat
Male,91-120km,Sixties,15 to 20 hours,Hot,Flat
Female,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Male,91-120km,Sixties,15 to 20 hours,Hot,Flat
Female,91-120km,Fifties,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Female,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Female,91-120km,Forties,15 to 20 hours,Hot,Flat
Female,91-120km,Thirties,15 to 20 hours,Hot,Flat
Male,91-120km,Fifties,15 to 20 hours,Hot,Flat
Male,91-120km,Sixties,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Fifties,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Male,91-120km,Sixties,15 to 20 hours,Hot,Flat
Male,91-120km,Fifties,15 to 20 hours,Hot,Flat
Female,91-120km,Fifties,15 to 20 hours,Hot,Flat
Female,91-120km,Fifties,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Female,91-120km,Thirties,15 to 20 hours,Hot,Flat
Female,91-120km,Fifties,15 to 20 hours,Hot,Flat
Female,91-120km,Forties,15 to 20 hours,Hot,Flat
Female,91-120km,Forties,15 to 20 hours,Hot,Flat
Female,91-120km,Seventies,15 to 20 hours,Hot,Flat
Female,91-120km,Thirties,15 to 20 hours,Hot,Flat
Female,91-120km,Fifties,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Female,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Female,91-120km,Forties,15 to 20 hours,Hot,Flat
Female,91-120km,Forties,15 to 20 hours,Hot,Flat
Female,91-120km,Thirties,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Female,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Female,91-120km,Thirties,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Fifties,15 to 20 hours,Hot,Flat
Male,91-120km,Fifties,15 to 20 hours,Hot,Flat
Female,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Female,91-120km,Fifties,15 to 20 hours,Hot,Flat
Male,91-120km,Fifties,15 to 20 hours,Hot,Flat
Male,91-120km,Fifties,15 to 20 hours,Hot,Flat
Male,91-120km,Sixties,15 to 20 hours,Hot,Flat
Female,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Female,91-120km,Fifties,15 to 20 hours,Hot,Flat
Male,91-120km,Twenties,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Female,91-120km,Forties,15 to 20 hours,Hot,Flat
Female,91-120km,Forties,15 to 20 hours,Hot,Flat
Female,91-120km,Fifties,15 to 20 hours,Hot,Flat
Female,91-120km,Fifties,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Female,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Seventies,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Female,91-120km,Thirties,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Male,91-120km,Seventies,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Seventies,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,15 to 20 hours,Hot,Flat
Female,91-120km,Thirties,15 to 20 hours,Hot,Flat
Male,91-120km,Fifties,15 to 20 hours,Hot,Flat
Male,91-120km,Thirties,15 to 20 hours,Hot,Flat
Female,91-120km,Forties,15 to 20 hours,Hot,Flat
Female,91-120km,Fifties,15 to 20 hours,Hot,Flat
Male,91-120km,Sixties,15 to 20 hours,Hot,Flat
Male,91-120km,Forties,20 to 25 hours,Hot,Flat
Male,91-120km,Forties,20 to 25 hours,Hot,Flat
Female,91-120km,Sixties,20 to 25 hours,Hot,Flat
Male,91-120km,Sixties,20 to 25 hours,Hot,Flat
Male,91-120km,Sixties,20 to 25 hours,Hot,Flat
Female,91-120km,Forties,20 to 25 hours,Hot,Flat
Male,91-120km,Fifties,20 to 25 hours,Hot,Flat
Female,91-120km,Sixties,20 to 25 hours,Hot,Flat
Male,91-120km,Thirties,20 to 25 hours,Hot,Flat
Male,91-120km,Twenties,20 to 25 hours,Hot,Flat
Female,91-120km,Fifties,20 to 25 hours,Hot,Flat
Female,91-120km,Forties,20 to 25 hours,Hot,Flat
Female,91-120km,Forties,20 to 25 hours,Hot,Flat
Female,91-120km,Forties,20 to 25 hours,Hot,Flat
Female,91-120km,Forties,20 to 25 hours,Hot,Flat
Male,91-120km,Thirties,10 to 15 hours,Warm,Hilly
Male,91-120km,Thirties,10 to 15 hours,Warm,Hilly
Male,91-120km,Thirties,10 to 15 hours,Warm,Hilly
Male,91-120km,Forties,10 to 15 hours,Warm,Hilly
Male,91-120km,Thirties,10 to 15 hours,Warm,Hilly
Male,91-120km,Forties,10 to 15 hours,Warm,Hilly
Male,91-120km,Thirties,10 to 15 hours,Warm,Hilly
Male,91-120km,Thirties,10 to 15 hours,Warm,Hilly
Male,91-120km,Fifties,10 to 15 hours,Warm,Hilly
Female,91-120km,Thirties,10 to 15 hours,Warm,Hilly
Male,91-120km,Thirties,10 to 15 hours,Warm,Hilly
